enrollee_id,relevent_experience,experience,company_size,company_type,last_new_job
22581,Has relevent experience,8,100-500,Public Sector,1
2629,Has relevent experience,5,,Pvt Ltd,1
20143,Has relevent experience,12,50-99,Pvt Ltd,1
2478,Has relevent experience,8,100-500,Pvt Ltd,2
25957,No relevent experience,2,,,1
24981,Has relevent experience,9,50-99,Pvt Ltd,
27624,No relevent experience,8,50-99,Pvt Ltd,2
32355,Has relevent experience,12,<10,Early Stage Startup,1
12140,Has relevent experience,5,,Public Sector,1
9743,Has relevent experience,>20,,,>4
3827,Has relevent experience,>20,10/49,Pvt Ltd,>4
9338,Has relevent experience,8,100-500,NGO,1
10386,Has relevent experience,>20,<10,Early Stage Startup,3
14901,Has relevent experience,>20,500-999,Pvt Ltd,>4
6909,No relevent experience,7,,,1
20751,Has relevent experience,5,<10,Early Stage Startup,1
13597,Has relevent experience,12,10000+,Pvt Ltd,1
4498,Has relevent experience,>20,,,1
29508,Has relevent experience,>20,100-500,Pvt Ltd,1
5205,Has relevent experience,>20,500-999,Public Sector,never
32947,Has relevent experience,4,,,1
4766,No relevent experience,2,,,never
428,Has relevent experience,12,1000-4999,Pvt Ltd,>4
16219,No relevent experience,3,,,
21843,Has relevent experience,>20,100-500,Pvt Ltd,2
17162,No relevent experience,4,10/49,Pvt Ltd,1
15259,Has relevent experience,15,10/49,Pvt Ltd,>4
14487,Has relevent experience,5,100-500,Pvt Ltd,1
8055,Has relevent experience,8,100-500,,4
4922,Has relevent experience,10,<10,Pvt Ltd,1
20653,No relevent experience,<1,,,1
707,Has relevent experience,14,50-99,Pvt Ltd,>4
1131,Has relevent experience,11,10000+,Pvt Ltd,>4
22219,Has relevent experience,11,50-99,Pvt Ltd,3
10454,No relevent experience,3,100-500,Pvt Ltd,3
14740,No relevent experience,3,,,1
12183,No relevent experience,7,,,2
22052,Has relevent experience,8,1000-4999,Public Sector,1
8677,No relevent experience,11,,Pvt Ltd,1
29432,Has relevent experience,8,50-99,Funded Startup,2
6812,Has relevent experience,6,50-99,Pvt Ltd,1
14890,Has relevent experience,11,,,2
9569,Has relevent experience,12,100-500,Pvt Ltd,3
6389,Has relevent experience,15,1000-4999,Pvt Ltd,4
14622,Has relevent experience,>20,,,1
24586,Has relevent experience,6,10/49,Early Stage Startup,1
9463,Has relevent experience,>20,<10,Pvt Ltd,2
6379,Has relevent experience,>20,100-500,Pvt Ltd,2
30514,Has relevent experience,7,100-500,,1
12349,No relevent experience,6,1000-4999,,1
6995,No relevent experience,5,50-99,Pvt Ltd,2
13311,Has relevent experience,6,5000-9999,Pvt Ltd,2
26275,Has relevent experience,5,10000+,Pvt Ltd,4
30814,No relevent experience,2,1000-4999,Pvt Ltd,never
20823,Has relevent experience,16,100-500,Pvt Ltd,>4
18810,No relevent experience,4,,,2
79,Has relevent experience,>20,,,4
16177,No relevent experience,10,,,never
16141,Has relevent experience,13,,,>4
5417,Has relevent experience,12,1000-4999,Pvt Ltd,>4
24280,No relevent experience,4,500-999,Pvt Ltd,1
9393,Has relevent experience,3,,,1
22112,Has relevent experience,13,50-99,Funded Startup,1
11003,Has relevent experience,8,10/49,Funded Startup,1
12631,No relevent experience,1,<10,,1
6326,Has relevent experience,8,1000-4999,Pvt Ltd,2
24870,Has relevent experience,13,10000+,Pvt Ltd,2
18170,Has relevent experience,9,100-500,Pvt Ltd,1
33254,Has relevent experience,>20,50-99,Pvt Ltd,>4
11821,Has relevent experience,9,100-500,Funded Startup,1
24937,Has relevent experience,4,50-99,Pvt Ltd,4
15837,Has relevent experience,3,<10,Pvt Ltd,2
31083,Has relevent experience,>20,,,4
15436,No relevent experience,3,50-99,Pvt Ltd,1
13102,Has relevent experience,>20,,,>4
30277,Has relevent experience,9,10/49,Pvt Ltd,1
4475,Has relevent experience,>20,10000+,Public Sector,1
4072,Has relevent experience,>20,10000+,Public Sector,1
11085,No relevent experience,14,50-99,NGO,3
3878,Has relevent experience,6,10000+,Pvt Ltd,3
33104,Has relevent experience,5,50-99,Pvt Ltd,3
17304,Has relevent experience,6,100-500,Pvt Ltd,1
23719,No relevent experience,1,,,never
22348,No relevent experience,9,,,1
18320,Has relevent experience,4,50-99,Pvt Ltd,3
27959,Has relevent experience,6,10000+,Pvt Ltd,2
11655,Has relevent experience,10,,,1
26713,Has relevent experience,4,10000+,Pvt Ltd,2
3248,No relevent experience,4,,Pvt Ltd,never
32877,Has relevent experience,>20,,,>4
25363,Has relevent experience,11,10/49,,1
22573,Has relevent experience,8,500-999,Pvt Ltd,never
440,Has relevent experience,>20,10000+,Pvt Ltd,>4
27697,Has relevent experience,7,5000-9999,Public Sector,4
10792,Has relevent experience,12,5000-9999,Pvt Ltd,1
30509,Has relevent experience,8,100-500,NGO,1
28149,Has relevent experience,5,50-99,Pvt Ltd,2
24708,Has relevent experience,4,100-500,NGO,2
32836,No relevent experience,>20,,,1
16372,Has relevent experience,9,50-99,Pvt Ltd,1
33292,No relevent experience,6,10000+,Pvt Ltd,never
32619,Has relevent experience,4,100-500,Pvt Ltd,1
29606,No relevent experience,3,100-500,Pvt Ltd,>4
11430,Has relevent experience,12,,,1
10967,No relevent experience,6,1000-4999,Public Sector,1
17375,Has relevent experience,9,100-500,NGO,>4
26025,No relevent experience,3,,,never
19795,No relevent experience,13,,,3
10554,Has relevent experience,7,1000-4999,Pvt Ltd,4
8311,Has relevent experience,12,1000-4999,Pvt Ltd,1
5801,Has relevent experience,8,100-500,NGO,1
6010,Has relevent experience,8,10000+,Pvt Ltd,2
31210,Has relevent experience,7,10000+,Pvt Ltd,1
24714,Has relevent experience,>20,,,1
5203,Has relevent experience,3,10/49,Pvt Ltd,>4
7193,No relevent experience,5,10000+,Pvt Ltd,1
1695,Has relevent experience,12,1000-4999,Pvt Ltd,1
16625,Has relevent experience,4,<10,Early Stage Startup,1
23714,Has relevent experience,>20,,,>4
21967,Has relevent experience,>20,100-500,Pvt Ltd,>4
33342,No relevent experience,5,,Pvt Ltd,never
29737,Has relevent experience,7,5000-9999,Pvt Ltd,>4
9846,No relevent experience,6,100-500,NGO,1
3965,Has relevent experience,8,100-500,Funded Startup,2
15430,Has relevent experience,>20,,,1
20911,No relevent experience,2,,,1
6724,No relevent experience,8,50-99,Pvt Ltd,4
21442,Has relevent experience,11,50-99,Funded Startup,1
12716,No relevent experience,6,50-99,Pvt Ltd,1
18,No relevent experience,>20,10/49,Pvt Ltd,>4
26402,Has relevent experience,13,10/49,Pvt Ltd,2
26214,No relevent experience,9,100-500,Public Sector,2
21033,Has relevent experience,10,10000+,Pvt Ltd,1
19073,Has relevent experience,7,10000+,Pvt Ltd,1
6775,Has relevent experience,4,50-99,Pvt Ltd,1
26126,Has relevent experience,13,50-99,Pvt Ltd,1
28673,Has relevent experience,>20,50-99,Pvt Ltd,1
15012,Has relevent experience,9,10/49,Other,1
10930,Has relevent experience,>20,5000-9999,Public Sector,>4
7610,Has relevent experience,>20,,,2
12931,Has relevent experience,5,,,4
6502,Has relevent experience,5,100-500,NGO,1
29945,Has relevent experience,4,10000+,Pvt Ltd,1
14523,Has relevent experience,11,100-500,Pvt Ltd,1
15470,No relevent experience,11,,,2
2485,No relevent experience,>20,500-999,Pvt Ltd,>4
24355,Has relevent experience,18,1000-4999,Pvt Ltd,4
6407,Has relevent experience,7,,,2
14425,No relevent experience,5,,,never
20116,Has relevent experience,11,,,
27786,No relevent experience,4,,,never
15868,No relevent experience,2,,,2
26755,No relevent experience,1,,,never
10285,Has relevent experience,15,10/49,Funded Startup,4
18289,No relevent experience,15,1000-4999,Pvt Ltd,1
13687,No relevent experience,7,,,never
27535,No relevent experience,12,,,never
25850,No relevent experience,3,,,2
12830,Has relevent experience,2,10/49,Pvt Ltd,1
17967,Has relevent experience,4,50-99,Pvt Ltd,1
12217,Has relevent experience,10,50-99,Pvt Ltd,4
19215,No relevent experience,10,10000+,Pvt Ltd,1
27139,Has relevent experience,7,500-999,Pvt Ltd,1
32862,No relevent experience,4,,,1
24887,Has relevent experience,2,<10,Pvt Ltd,1
19378,Has relevent experience,12,10/49,Pvt Ltd,1
29769,No relevent experience,3,1000-4999,NGO,never
18907,Has relevent experience,1,10000+,Pvt Ltd,1
23572,Has relevent experience,>20,,,never
7991,No relevent experience,3,,,1
6448,Has relevent experience,>20,10000+,Pvt Ltd,>4
30878,No relevent experience,10,10000+,Pvt Ltd,1
4606,Has relevent experience,1,,,never
4367,Has relevent experience,14,,,1
27114,No relevent experience,7,,,never
8023,Has relevent experience,9,10/49,,4
3708,Has relevent experience,14,10000+,Pvt Ltd,>4
25403,Has relevent experience,2,100-500,Pvt Ltd,1
20140,Has relevent experience,>20,,,>4
26455,Has relevent experience,6,,,1
19618,Has relevent experience,11,,,1
18497,No relevent experience,2,50-99,Pvt Ltd,1
31798,Has relevent experience,14,1000-4999,Pvt Ltd,1
30076,No relevent experience,4,,,never
32953,No relevent experience,2,,,never
4302,Has relevent experience,6,10000+,Pvt Ltd,1
4980,Has relevent experience,9,50-99,Pvt Ltd,2
7951,Has relevent experience,10,100-500,,4
15106,No relevent experience,1,,,1
15211,Has relevent experience,8,,,1
4635,No relevent experience,1,,,never
17529,Has relevent experience,5,10/49,Pvt Ltd,3
8852,Has relevent experience,4,10/49,Pvt Ltd,1
1794,Has relevent experience,12,50-99,Public Sector,2
13720,Has relevent experience,16,10/49,Pvt Ltd,>4
11292,Has relevent experience,>20,10000+,Pvt Ltd,>4
24062,Has relevent experience,5,100-500,Funded Startup,1
33188,No relevent experience,1,,,1
22896,Has relevent experience,6,50-99,Early Stage Startup,3
17781,Has relevent experience,17,100-500,Pvt Ltd,1
10602,Has relevent experience,5,50-99,,
28433,Has relevent experience,12,500-999,Pvt Ltd,1
27490,Has relevent experience,>20,1000-4999,Pvt Ltd,>4
31489,Has relevent experience,16,50-99,Pvt Ltd,never
15297,No relevent experience,<1,,,never
21585,Has relevent experience,3,50-99,Pvt Ltd,3
11651,Has relevent experience,3,,,3
26674,Has relevent experience,18,10000+,Pvt Ltd,2
13870,Has relevent experience,9,,,2
24222,No relevent experience,9,1000-4999,Public Sector,>4
24054,Has relevent experience,5,50-99,Pvt Ltd,1
15241,Has relevent experience,9,100-500,,2
14204,Has relevent experience,4,50-99,Early Stage Startup,1
18130,No relevent experience,3,50-99,Pvt Ltd,2
28603,Has relevent experience,10,100-500,Pvt Ltd,4
23984,Has relevent experience,4,10000+,Public Sector,2
26129,Has relevent experience,18,,,1
16438,No relevent experience,12,,,2
18892,Has relevent experience,15,50-99,Pvt Ltd,2
3498,Has relevent experience,>20,100-500,Pvt Ltd,>4
32720,Has relevent experience,>20,10000+,NGO,3
4828,No relevent experience,6,500-999,NGO,>4
29201,Has relevent experience,7,100-500,Pvt Ltd,>4
33126,Has relevent experience,>20,10000+,Pvt Ltd,>4
11950,Has relevent experience,2,10000+,Pvt Ltd,1
24127,Has relevent experience,>20,<10,Pvt Ltd,>4
13149,No relevent experience,1,,,never
23157,No relevent experience,4,50-99,Pvt Ltd,1
18791,Has relevent experience,3,100-500,Pvt Ltd,1
2181,Has relevent experience,10,,Pvt Ltd,1
23931,No relevent experience,10,,,never
16466,Has relevent experience,13,10/49,Early Stage Startup,1
33358,Has relevent experience,7,50-99,Pvt Ltd,1
17268,Has relevent experience,4,<10,Pvt Ltd,1
31935,Has relevent experience,7,100-500,,1
24091,Has relevent experience,13,1000-4999,Public Sector,>4
6060,Has relevent experience,>20,500-999,NGO,>4
9337,Has relevent experience,5,,Public Sector,1
15998,Has relevent experience,17,,,never
21129,No relevent experience,8,5000-9999,Pvt Ltd,1
3223,Has relevent experience,>20,,,never
28211,Has relevent experience,10,100-500,Pvt Ltd,3
18999,No relevent experience,2,100-500,NGO,1
21176,Has relevent experience,16,500-999,Pvt Ltd,2
32958,Has relevent experience,20,10000+,Pvt Ltd,1
23835,No relevent experience,3,10000+,Pvt Ltd,2
25327,Has relevent experience,15,50-99,Pvt Ltd,never
27678,Has relevent experience,3,10000+,Pvt Ltd,2
23741,Has relevent experience,2,10/49,Pvt Ltd,2
28820,Has relevent experience,4,100-500,Pvt Ltd,1
17500,Has relevent experience,5,50-99,Pvt Ltd,1
14295,Has relevent experience,9,<10,NGO,2
32617,Has relevent experience,4,10000+,Pvt Ltd,never
893,Has relevent experience,20,1000-4999,Pvt Ltd,>4
17725,Has relevent experience,8,10000+,Pvt Ltd,1
28991,Has relevent experience,7,100-500,,1
10175,Has relevent experience,>20,10000+,Pvt Ltd,4
1783,Has relevent experience,7,10000+,Pvt Ltd,1
14496,Has relevent experience,>20,10000+,Pvt Ltd,>4
9147,Has relevent experience,11,100-500,Pvt Ltd,2
17370,No relevent experience,2,,,1
22997,Has relevent experience,10,10000+,Pvt Ltd,3
31011,No relevent experience,9,10000+,Public Sector,>4
20828,Has relevent experience,3,,,1
2991,Has relevent experience,10,1000-4999,Pvt Ltd,never
30340,Has relevent experience,6,10/49,Early Stage Startup,1
7160,No relevent experience,4,,,1
9448,Has relevent experience,14,50-99,Pvt Ltd,>4
12062,No relevent experience,>20,,,1
18498,Has relevent experience,7,10000+,Pvt Ltd,1
9485,Has relevent experience,>20,10000+,Pvt Ltd,3
25817,Has relevent experience,6,10/49,Funded Startup,1
25834,No relevent experience,1,,,never
22816,No relevent experience,>20,<10,Pvt Ltd,>4
27753,Has relevent experience,16,100-500,Pvt Ltd,never
15597,Has relevent experience,9,,,>4
23247,Has relevent experience,4,50-99,Funded Startup,4
4124,No relevent experience,7,,,never
9598,Has relevent experience,6,500-999,,1
19454,Has relevent experience,4,50-99,Funded Startup,1
14642,No relevent experience,>20,100-500,Pvt Ltd,3
3438,Has relevent experience,15,100-500,Pvt Ltd,2
12474,No relevent experience,15,100-500,Pvt Ltd,4
10669,No relevent experience,<1,,,never
23609,Has relevent experience,10,10000+,Pvt Ltd,3
32614,No relevent experience,3,10/49,Pvt Ltd,>4
4568,No relevent experience,2,<10,Pvt Ltd,1
12469,Has relevent experience,7,10/49,Pvt Ltd,2
13864,Has relevent experience,15,1000-4999,Pvt Ltd,1
365,Has relevent experience,10,50-99,Pvt Ltd,1
6525,No relevent experience,5,,,never
26682,Has relevent experience,>20,10000+,Pvt Ltd,1
19560,No relevent experience,3,,,1
33255,Has relevent experience,2,,,1
32882,No relevent experience,5,,,never
21225,Has relevent experience,9,10/49,Funded Startup,1
18441,Has relevent experience,>20,,,>4
33049,Has relevent experience,9,10/49,Pvt Ltd,1
7710,Has relevent experience,17,50-99,Pvt Ltd,>4
11323,No relevent experience,7,,,4
32733,No relevent experience,6,,,never
25690,Has relevent experience,10,,,1
12503,No relevent experience,4,,,never
12310,No relevent experience,2,500-999,,1
15250,Has relevent experience,4,5000-9999,Pvt Ltd,1
13277,Has relevent experience,>20,10000+,Pvt Ltd,>4
30041,No relevent experience,1,,,1
22238,Has relevent experience,16,50-99,Pvt Ltd,>4
9180,Has relevent experience,7,1000-4999,Pvt Ltd,1
2015,Has relevent experience,17,,,1
3758,Has relevent experience,4,100-500,,1
31014,Has relevent experience,12,5000-9999,Pvt Ltd,4
2311,No relevent experience,2,,Pvt Ltd,never
16796,Has relevent experience,16,1000-4999,Pvt Ltd,1
26094,No relevent experience,8,,,never
13138,Has relevent experience,>20,,,1
32165,Has relevent experience,>20,50-99,Pvt Ltd,3
13547,Has relevent experience,4,100-500,Pvt Ltd,1
10756,Has relevent experience,8,50-99,Pvt Ltd,1
13583,No relevent experience,15,<10,Pvt Ltd,2
23623,Has relevent experience,>20,,,>4
9001,Has relevent experience,3,100-500,,
16787,Has relevent experience,12,100-500,Pvt Ltd,>4
5775,Has relevent experience,3,50-99,Pvt Ltd,2
20785,No relevent experience,3,50-99,Public Sector,1
28699,Has relevent experience,4,100-500,Pvt Ltd,1
24337,No relevent experience,14,50-99,Pvt Ltd,never
22966,Has relevent experience,8,1000-4999,Pvt Ltd,>4
3133,Has relevent experience,5,,,1
32482,Has relevent experience,6,10000+,Pvt Ltd,1
29879,Has relevent experience,15,<10,Funded Startup,>4
10209,Has relevent experience,9,<10,Pvt Ltd,2
1926,No relevent experience,15,50-99,Pvt Ltd,
28490,Has relevent experience,>20,10/49,Pvt Ltd,1
8093,Has relevent experience,16,10/49,Pvt Ltd,1
7452,No relevent experience,6,,,never
17465,No relevent experience,7,,NGO,1
30817,No relevent experience,4,10000+,Pvt Ltd,1
23295,Has relevent experience,12,100-500,Pvt Ltd,1
12104,Has relevent experience,9,5000-9999,Pvt Ltd,
5989,No relevent experience,3,,,1
11542,Has relevent experience,6,100-500,Pvt Ltd,4
30339,Has relevent experience,>20,,Pvt Ltd,never
11696,Has relevent experience,15,,NGO,1
6449,Has relevent experience,>20,1000-4999,Public Sector,never
18824,No relevent experience,>20,10000+,Pvt Ltd,never
23056,Has relevent experience,11,50-99,Pvt Ltd,4
299,Has relevent experience,>20,,Public Sector,>4
26304,Has relevent experience,5,50-99,Pvt Ltd,1
31586,Has relevent experience,11,10/49,Pvt Ltd,1
28453,Has relevent experience,10,10000+,Pvt Ltd,1
18859,No relevent experience,3,,,never
23001,Has relevent experience,9,10000+,Pvt Ltd,1
16784,Has relevent experience,5,10/49,Pvt Ltd,1
22595,Has relevent experience,4,10/49,Pvt Ltd,1
730,Has relevent experience,5,100-500,NGO,1
12757,Has relevent experience,>20,500-999,Funded Startup,2
32758,Has relevent experience,13,500-999,Pvt Ltd,3
5306,Has relevent experience,10,<10,Funded Startup,3
23328,No relevent experience,3,,,1
28336,Has relevent experience,>20,10/49,Pvt Ltd,>4
6304,Has relevent experience,19,1000-4999,Public Sector,>4
32427,Has relevent experience,9,1000-4999,Public Sector,1
31368,Has relevent experience,10,1000-4999,Pvt Ltd,1
13273,No relevent experience,<1,50-99,Public Sector,1
31023,Has relevent experience,4,50-99,Early Stage Startup,1
16948,No relevent experience,2,,,never
1161,No relevent experience,6,,,2
27629,Has relevent experience,10,10/49,Pvt Ltd,>4
21443,Has relevent experience,4,100-500,Pvt Ltd,2
13383,Has relevent experience,>20,100-500,Pvt Ltd,2
10293,No relevent experience,9,,,2
11265,Has relevent experience,>20,,,2
1973,Has relevent experience,4,10000+,Public Sector,1
14800,Has relevent experience,9,10/49,Pvt Ltd,2
32820,No relevent experience,9,,,1
30794,Has relevent experience,16,,,4
32341,No relevent experience,5,,Pvt Ltd,never
9499,Has relevent experience,4,100-500,Funded Startup,3
23511,No relevent experience,5,,,3
20167,No relevent experience,>20,,,never
16791,Has relevent experience,14,,,>4
22494,Has relevent experience,4,500-999,Funded Startup,1
31405,Has relevent experience,8,,,3
29916,No relevent experience,5,,,>4
12101,No relevent experience,4,,,never
12770,Has relevent experience,>20,500-999,Pvt Ltd,never
22723,Has relevent experience,7,50-99,Pvt Ltd,1
6025,Has relevent experience,4,50-99,,1
21276,Has relevent experience,>20,10000+,Pvt Ltd,4
1943,Has relevent experience,3,,,1
26974,Has relevent experience,6,100-500,Funded Startup,3
